customer_id,total_orders,lifetime_sales,loyalty_tier,discount
135685,252,4231.25,Silver,"10% Discount"
164763,236,4230.15,Silver,"10% Discount"
103870,241,4217.65,Silver,"10% Discount"
124730,258,4213.40,Silver,"10% Discount"
140480,250,4206.40,Silver,"10% Discount"
113278,412,4199.70,Silver,"10% Discount"
162558,362,4197.65,Silver,"10% Discount"
147669,201,4188.70,Silver,"10% Discount"
166863,356,4185.25,Silver,"10% Discount"
117534,253,4179.70,Silver,"10% Discount"
134803,248,4161.20,Silver,"10% Discount"
150910,256,4156.15,Silver,"10% Discount"
148852,253,4128.00,Silver,"10% Discount"
122490,199,4115.25,Silver,"10% Discount"
127243,258,4108.60,Silver,"10% Discount"
138975,198,4106.00,Silver,"10% Discount"
122035,306,4059.25,Silver,"10% Discount"
166674,299,4057.05,Silver,"10% Discount"
167556,204,4054.65,Silver,"10% Discount"
102925,406,4043.60,Silver,"10% Discount"
121048,361,4040.25,Silver,"10% Discount"
124478,237,4034.70,Silver,"10% Discount"
124779,282,4033.45,Silver,"10% Discount"
164770,84,7917.20,Standard,"5% Discount"
107202,31,6200.00,Standard,"5% Discount"
106376,82,5623.00,Standard,"5% Discount"
147900,31,5580.00,Standard,"5% Discount"
136924,31,4960.00,Standard,"5% Discount"
106992,84,4912.40,Standard,"5% Discount"
137001,31,4340.00,Standard,"5% Discount"
133200,154,3998.60,Standard,"5% Discount"
126158,200,3997.00,Standard,"5% Discount"
133361,306,3995.95,Standard,"5% Discount"
167472,356,3992.40,Standard,"5% Discount"
123960,252,3985.65,Standard,"5% Discount"
134845,256,3985.60,Standard,"5% Discount"
117212,252,3979.90,Standard,"5% Discount"
169397,302,3963.80,Standard,"5% Discount"
113831,148,3950.00,Standard,"5% Discount"
126074,203,3943.90,Standard,"5% Discount"
123862,206,3935.85,Standard,"5% Discount"
164826,206,3928.65,Standard,"5% Discount"
130456,80,3903.75,Standard,"5% Discount"
123183,200,3901.05,Standard,"5% Discount"
156776,402,3886.15,Standard,"5% Discount"
106145,251,3879.00,Standard,"5% Discount"
138695,103,3876.40,Standard,"5% Discount"
112515,361,3874.50,Standard,"5% Discount"
140858,253,3866.25,Standard,"5% Discount"
115756,308,3863.85,Standard,"5% Discount"
159982,204,3858.60,Standard,"5% Discount"
105627,257,3846.60,Standard,"5% Discount"
115238,253,3843.60,Standard,"5% Discount"
152170,260,3835.10,Standard,"5% Discount"
125829,253,3832.50,Standard,"5% Discount"
118087,407,3829.55,Standard,"5% Discount"
101931,239,3826.45,Standard,"5% Discount"
162390,153,3822.60,Standard,"5% Discount"
102561,154,3816.70,Standard,"5% Discount"
129546,181,3808.75,Standard,"5% Discount"
149846,200,3808.50,Standard,"5% Discount"
103989,335,3807.30,Standard,"5% Discount"
105991,155,3794.85,Standard,"5% Discount"
144057,226,3794.10,Standard,"5% Discount"
117667,245,3793.85,Standard,"5% Discount"
116092,255,3781.65,Standard,"5% Discount"
138009,210,3780.00,Standard,"5% Discount"
113145,255,3777.90,Standard,"5% Discount"
156958,257,3777.40,Standard,"5% Discount"
116526,306,3776.70,Standard,"5% Discount"
131926,239,3773.35,Standard,"5% Discount"
142545,253,3766.80,Standard,"5% Discount"
120621,150,3759.00,Standard,"5% Discount"
101805,150,3747.15,Standard,"5% Discount"
167920,358,3727.65,Standard,"5% Discount"
142475,31,3720.00,Standard,"5% Discount"
131009,202,3716.55,Standard,"5% Discount"
131954,261,3711.32,Standard,"5% Discount"
129378,202,3711.15,Standard,"5% Discount"
127040,201,3702.45,Standard,"5% Discount"
115819,306,3700.75,Standard,"5% Discount"
169859,153,3700.05,Standard,"5% Discount"
107818,201,3695.50,Standard,"5% Discount"
140452,307,3686.30,Standard,"5% Discount"
145387,357,3686.30,Standard,"5% Discount"
104864,225,3682.20,Standard,"5% Discount"
158841,157,3640.65,Standard,"5% Discount"
146262,251,3631.70,Standard,"5% Discount"
161263,280,3631.65,Standard,"5% Discount"
163468,256,3629.95,Standard,"5% Discount"
132976,180,3628.30,Standard,"5% Discount"
144498,152,3626.50,Standard,"5% Discount"
138121,255,3624.70,Standard,"5% Discount"
151015,151,3620.40,Standard,"5% Discount"
135860,258,3615.45,Standard,"5% Discount"
104220,305,3612.55,Standard,"5% Discount"
139311,202,3612.00,Standard,"5% Discount"
129280,307,3609.30,Standard,"5% Discount"
147704,202,3608.50,Standard,"5% Discount"
116729,153,3605.70,Standard,"5% Discount"
159940,205,3604.50,Standard,"5% Discount"
142405,157,3603.60,Standard,"5% Discount"
142769,407,3602.05,Standard,"5% Discount"
156951,203,3595.55,Standard,"5% Discount"
153661,148,3591.75,Standard,"5% Discount"
168494,150,3587.25,Standard,"5% Discount"
114510,251,3586.95,Standard,"5% Discount"
111500,200,3584.40,Standard,"5% Discount"
148684,208,3574.80,Standard,"5% Discount"
129868,280,3574.30,Standard,"5% Discount"
133935,149,3573.25,Standard,"5% Discount"
111591,204,3569.25,Standard,"5% Discount"
116652,254,3568.05,Standard,"5% Discount"
102281,233,3567.50,Standard,"5% Discount"
167640,204,3561.75,Standard,"5% Discount"
135776,289,3559.75,Standard,"5% Discount"
151162,215,3556.90,Standard,"5% Discount"
110772,199,3556.25,Standard,"5% Discount"
123358,204,3553.65,Standard,"5% Discount"
126753,354,3551.35,Standard,"5% Discount"
154095,203,3545.55,Standard,"5% Discount"
145233,256,3540.60,Standard,"5% Discount"
144274,255,3537.30,Standard,"5% Discount"
109575,232,3520.45,Standard,"5% Discount"
121559,260,3517.80,Standard,"5% Discount"
111829,129,3513.75,Standard,"5% Discount"
163433,445,3504.20,Standard,"5% Discount"
120768,153,3498.60,Standard,"5% Discount"
127173,147,3491.25,Standard,"5% Discount"
153416,204,3491.10,Standard,"5% Discount"
101560,202,3486.60,Standard,"5% Discount"
100244,254,3482.45,Standard,"5% Discount"
113628,307,3480.00,Standard,"5% Discount"
108259,189,3477.30,Standard,"5% Discount"
122770,201,3456.90,Standard,"5% Discount"
140501,246,3454.25,Standard,"5% Discount"
103492,208,3438.90,Standard,"5% Discount"
137974,202,3436.20,Standard,"5% Discount"
119172,81,3430.50,Standard,"5% Discount"
109869,252,3430.45,Standard,"5% Discount"
151330,154,3428.10,Standard,"5% Discount"
128531,301,3423.60,Standard,"5% Discount"
140081,208,3417.30,Standard,"5% Discount"
145919,150,3416.50,Standard,"5% Discount"
127131,203,3416.30,Standard,"5% Discount"
109666,357,3413.10,Standard,"5% Discount"
156237,306,3411.80,Standard,"5% Discount"
150266,205,3407.50,Standard,"5% Discount"
116190,156,3401.80,Standard,"5% Discount"
127306,255,3400.50,Standard,"5% Discount"
162187,256,3398.75,Standard,"5% Discount"
125934,241,3393.45,Standard,"5% Discount"
149713,153,3386.40,Standard,"5% Discount"
128944,156,3385.50,Standard,"5% Discount"
117464,202,3376.25,Standard,"5% Discount"
168207,200,3370.55,Standard,"5% Discount"
133592,253,3368.60,Standard,"5% Discount"
117401,154,3368.35,Standard,"5% Discount"
155292,207,3367.70,Standard,"5% Discount"
119809,149,3365.25,Standard,"5% Discount"
168354,204,3363.45,Standard,"5% Discount"
150861,261,3362.70,Standard,"5% Discount"
160528,155,3362.40,Standard,"5% Discount"
105669,208,3349.65,Standard,"5% Discount"
109701,249,3347.25,Standard,"5% Discount"
114188,129,3340.35,Standard,"5% Discount"
109085,255,3323.70,Standard,"5% Discount"
154018,255,3320.25,Standard,"5% Discount"
134565,253,3319.95,Standard,"5% Discount"
146486,205,3310.60,Standard,"5% Discount"
113705,304,3310.60,Standard,"5% Discount"
127180,205,3308.15,Standard,"5% Discount"
140907,130,3302.25,Standard,"5% Discount"
167402,201,3301.00,Standard,"5% Discount"
124856,201,3287.95,Standard,"5% Discount"
162775,231,3285.30,Standard,"5% Discount"
116715,133,3275.35,Standard,"5% Discount"
137925,100,3275.25,Standard,"5% Discount"
148404,251,3270.60,Standard,"5% Discount"
118689,257,3270.20,Standard,"5% Discount"
159534,259,3262.50,Standard,"5% Discount"
122931,268,3256.85,Standard,"5% Discount"
159464,260,3251.50,Standard,"5% Discount"
165764,205,3248.60,Standard,"5% Discount"
162089,153,3238.50,Standard,"5% Discount"
160857,259,3237.90,Standard,"5% Discount"
155264,252,3232.80,Standard,"5% Discount"
159618,252,3223.40,Standard,"5% Discount"
161410,102,3222.45,Standard,"5% Discount"
163300,155,3222.45,Standard,"5% Discount"
157322,254,3215.95,Standard,"5% Discount"
117443,80,3215.00,Standard,"5% Discount"
143819,204,3212.70,Standard,"5% Discount"
105410,202,3210.60,Standard,"5% Discount"
104941,208,3201.30,Standard,"5% Discount"
163223,230,3197.80,Standard,"5% Discount"
107629,199,3196.50,Standard,"5% Discount"
135580,254,3192.90,Standard,"5% Discount"
152555,153,3179.25,Standard,"5% Discount"
131541,154,3161.25,Standard,"5% Discount"
134558,152,3151.50,Standard,"5% Discount"
129126,308,3151.20,Standard,"5% Discount"
130946,155,3150.00,Standard,"5% Discount"
132199,249,3145.50,Standard,"5% Discount"
158778,202,3144.45,Standard,"5% Discount"
169838,151,3144.30,Standard,"5% Discount"
139395,204,3144.15,Standard,"5% Discount"
109960,204,3144.15,Standard,"5% Discount"
140984,151,3137.85,Standard,"5% Discount"
101161,252,3135.00,Standard,"5% Discount"
128412,252,3134.80,Standard,"5% Discount"
121083,205,3131.70,Standard,"5% Discount"
124107,204,3128.65,Standard,"5% Discount"
163685,102,3126.30,Standard,"5% Discount"
110184,102,3121.20,Standard,"5% Discount"
112158,157,3118.35,Standard,"5% Discount"
163167,200,3116.25,Standard,"5% Discount"
165505,137,3110.40,Standard,"5% Discount"
114972,202,3109.50,Standard,"5% Discount"
131450,202,3108.75,Standard,"5% Discount"
138520,206,3108.15,Standard,"5% Discount"
131856,153,3101.10,Standard,"5% Discount"
134915,306,3100.10,Standard,"5% Discount"
140039,31,3100.00,Standard,"5% Discount"
105151,31,3100.00,Standard,"5% Discount"
122322,31,3100.00,Standard,"5% Discount"
148712,149,3086.75,Standard,"5% Discount"
143917,148,3077.50,Standard,"5% Discount"
135622,99,3068.25,Standard,"5% Discount"
113173,153,3067.65,Standard,"5% Discount"
121006,303,3062.70,Standard,"5% Discount"
130400,154,3060.90,Standard,"5% Discount"
140676,148,3059.00,Standard,"5% Discount"
116904,198,3059.00,Standard,"5% Discount"
127138,205,3058.50,Standard,"5% Discount"
127446,308,3057.60,Standard,"5% Discount"
155306,255,3054.30,Standard,"5% Discount"
140571,106,3052.80,Standard,"5% Discount"
125388,84,3052.40,Standard,"5% Discount"
132836,204,3049.80,Standard,"5% Discount"
150798,205,3045.30,Standard,"5% Discount"
155516,206,3040.05,Standard,"5% Discount"
126760,199,3040.05,Standard,"5% Discount"
121293,254,3039.20,Standard,"5% Discount"
119046,153,3037.05,Standard,"5% Discount"
164406,254,3035.45,Standard,"5% Discount"
125976,100,3033.75,Standard,"5% Discount"
145548,309,3022.80,Standard,"5% Discount"
141397,256,3014.50,Standard,"5% Discount"
114251,257,3010.65,Standard,"5% Discount"
137848,156,3003.90,Standard,"5% Discount"
147830,200,3003.20,Standard,"5% Discount"
113530,208,3002.70,Standard,"5% Discount"
124891,151,2997.30,Standard,"5% Discount"
162621,153,2997.00,Standard,"5% Discount"
117583,202,2997.00,Standard,"5% Discount"
106131,104,2988.00,Standard,"5% Discount"
143063,154,2985.55,Standard,"5% Discount"
145254,206,2982.15,Standard,"5% Discount"
138450,155,2980.80,Standard,"5% Discount"
120168,202,2979.15,Standard,"5% Discount"
128328,155,2974.95,Standard,"5% Discount"
117744,150,2969.00,Standard,"5% Discount"
117947,253,2967.55,Standard,"5% Discount"
133711,188,2961.20,Standard,"5% Discount"
131002,253,2959.50,Standard,"5% Discount"
109337,203,2954.25,Standard,"5% Discount"
130512,251,2953.80,Standard,"5% Discount"
143105,202,2946.75,Standard,"5% Discount"
125556,100,2943.75,Standard,"5% Discount"
117324,255,2943.10,Standard,"5% Discount"
132444,255,2942.70,Standard,"5% Discount"
145898,208,2941.65,Standard,"5% Discount"
102610,203,2939.70,Standard,"5% Discount"
114321,153,2937.60,Standard,"5% Discount"
141243,154,2936.65,Standard,"5% Discount"
139010,204,2932.80,Standard,"5% Discount"
135923,154,2930.00,Standard,"5% Discount"
127509,206,2928.30,Standard,"5% Discount"
103828,200,2925.75,Standard,"5% Discount"
138317,309,2910.60,Standard,"5% Discount"
113880,81,2907.00,Standard,"5% Discount"
166688,154,2906.50,Standard,"5% Discount"
114468,198,2904.00,Standard,"5% Discount"
164168,310,2899.20,Standard,"5% Discount"
128090,199,2894.75,Standard,"5% Discount"
137498,152,2892.10,Standard,"5% Discount"
124919,151,2889.75,Standard,"5% Discount"
127978,152,2887.15,Standard,"5% Discount"
133830,152,2884.95,Standard,"5% Discount"
116722,153,2884.05,Standard,"5% Discount"
139080,200,2883.90,Standard,"5% Discount"
130883,150,2883.75,Standard,"5% Discount"
126403,205,2881.75,Standard,"5% Discount"
169551,301,2879.40,Standard,"5% Discount"
113131,254,2872.30,Standard,"5% Discount"
149762,204,2871.15,Standard,"5% Discount"
137526,151,2867.55,Standard,"5% Discount"
164084,257,2866.50,Standard,"5% Discount"
169061,247,2866.00,Standard,"5% Discount"
121216,99,2866.00,Standard,"5% Discount"
161774,253,2863.65,Standard,"5% Discount"
121671,253,2863.35,Standard,"5% Discount"
168893,252,2861.90,Standard,"5% Discount"
153038,129,2856.75,Standard,"5% Discount"
102379,157,2854.80,Standard,"5% Discount"
131205,202,2853.15,Standard,"5% Discount"
114307,202,2852.35,Standard,"5% Discount"
115938,204,2850.00,Standard,"5% Discount"
142573,255,2848.95,Standard,"5% Discount"
140732,155,2847.90,Standard,"5% Discount"
140718,209,2845.70,Standard,"5% Discount"
130036,101,2844.00,Standard,"5% Discount"
123750,202,2843.10,Standard,"5% Discount"
145317,267,2840.47,Standard,"5% Discount"
156496,157,2833.20,Standard,"5% Discount"
119627,203,2823.70,Standard,"5% Discount"
112753,102,2819.70,Standard,"5% Discount"
165743,155,2819.70,Standard,"5% Discount"
141313,155,2819.70,Standard,"5% Discount"
168641,202,2819.40,Standard,"5% Discount"
117037,208,2818.80,Standard,"5% Discount"
130386,155,2818.80,Standard,"5% Discount"
100384,102,2817.75,Standard,"5% Discount"
105998,102,2817.75,Standard,"5% Discount"
122784,200,2814.00,Standard,"5% Discount"
156748,202,2812.95,Standard,"5% Discount"
147137,203,2811.95,Standard,"5% Discount"
147711,210,2811.90,Standard,"5% Discount"
124653,149,2810.50,Standard,"5% Discount"
161508,207,2807.80,Standard,"5% Discount"
131289,151,2805.60,Standard,"5% Discount"
140396,203,2803.20,Standard,"5% Discount"
111290,201,2803.00,Standard,"5% Discount"
109638,152,2802.15,Standard,"5% Discount"
114601,258,2799.00,Standard,"5% Discount"
113649,155,2798.55,Standard,"5% Discount"
115742,206,2797.20,Standard,"5% Discount"
150119,204,2794.80,Standard,"5% Discount"
162992,200,2792.00,Standard,"5% Discount"
116834,100,2792.00,Standard,"5% Discount"
101336,202,2790.75,Standard,"5% Discount"
121160,206,2790.75,Standard,"5% Discount"
149195,153,2790.30,Standard,"5% Discount"
111556,210,2786.85,Standard,"5% Discount"
112214,205,2786.00,Standard,"5% Discount"
107398,151,2784.45,Standard,"5% Discount"
125199,151,2784.45,Standard,"5% Discount"
146570,151,2784.45,Standard,"5% Discount"
129294,200,2784.25,Standard,"5% Discount"
119690,205,2780.35,Standard,"5% Discount"
117884,100,2778.00,Standard,"5% Discount"
129147,151,2778.00,Standard,"5% Discount"
103646,153,2776.80,Standard,"5% Discount"
102715,202,2776.35,Standard,"5% Discount"
120376,205,2773.45,Standard,"5% Discount"
108665,208,2772.45,Standard,"5% Discount"
158771,180,2772.00,Standard,"5% Discount"
144064,153,2769.75,Standard,"5% Discount"
163265,252,2767.70,Standard,"5% Discount"
149104,201,2765.75,Standard,"5% Discount"
153927,101,2765.75,Standard,"5% Discount"
143378,204,2763.15,Standard,"5% Discount"
145303,157,2761.80,Standard,"5% Discount"
152443,153,2759.10,Standard,"5% Discount"
137708,152,2758.90,Standard,"5% Discount"
120775,250,2758.90,Standard,"5% Discount"
133102,259,2758.05,Standard,"5% Discount"
163881,150,2758.00,Standard,"5% Discount"
104150,98,2756.25,Standard,"5% Discount"
109757,200,2755.05,Standard,"5% Discount"
168046,203,2750.00,Standard,"5% Discount"
158001,151,2748.25,Standard,"5% Discount"
104563,181,2747.50,Standard,"5% Discount"
110849,197,2737.75,Standard,"5% Discount"
167899,81,2732.50,Standard,"5% Discount"
169957,152,2728.95,Standard,"5% Discount"
130659,148,2728.50,Standard,"5% Discount"
108616,150,2728.05,Standard,"5% Discount"
122168,101,2726.70,Standard,"5% Discount"
132675,254,2726.30,Standard,"5% Discount"
162537,200,2724.00,Standard,"5% Discount"
112109,202,2724.00,Standard,"5% Discount"
138681,252,2722.90,Standard,"5% Discount"
152912,186,2717.85,Standard,"5% Discount"
152807,204,2714.10,Standard,"5% Discount"
169327,150,2709.25,Standard,"5% Discount"
115931,204,2704.65,Standard,"5% Discount"
142097,152,2704.50,Standard,"5% Discount"
139465,133,2703.75,Standard,"5% Discount"
131492,206,2702.10,Standard,"5% Discount"
161172,254,2697.80,Standard,"5% Discount"
138954,154,2689.05,Standard,"5% Discount"
127971,154,2687.85,Standard,"5% Discount"
164315,157,2686.65,Standard,"5% Discount"
104661,204,2680.35,Standard,"5% Discount"
103996,203,2673.15,Standard,"5% Discount"
161046,200,2672.70,Standard,"5% Discount"
164441,106,2671.20,Standard,"5% Discount"
160220,155,2661.60,Standard,"5% Discount"
118199,241,2658.10,Standard,"5% Discount"
104927,154,2655.25,Standard,"5% Discount"
136231,204,2651.10,Standard,"5% Discount"
164469,129,2650.80,Standard,"5% Discount"
147942,103,2650.10,Standard,"5% Discount"
148922,157,2649.60,Standard,"5% Discount"
110555,149,2648.25,Standard,"5% Discount"
135545,202,2647.50,Standard,"5% Discount"
124744,150,2646.25,Standard,"5% Discount"
135853,157,2646.15,Standard,"5% Discount"
167507,150,2645.75,Standard,"5% Discount"
154284,203,2645.50,Standard,"5% Discount"
124429,102,2643.00,Standard,"5% Discount"
122287,159,2637.90,Standard,"5% Discount"
131870,104,2636.55,Standard,"5% Discount"
136651,155,2636.55,Standard,"5% Discount"
164378,255,2632.10,Standard,"5% Discount"
144904,205,2631.40,Standard,"5% Discount"
150091,205,2629.00,Standard,"5% Discount"
116680,104,2628.00,Standard,"5% Discount"
121300,303,2627.65,Standard,"5% Discount"
117415,176,2626.65,Standard,"5% Discount"
109512,155,2621.85,Standard,"5% Discount"
169922,154,2621.45,Standard,"5% Discount"
111213,155,2618.40,Standard,"5% Discount"
113327,206,2614.05,Standard,"5% Discount"
113110,206,2613.90,Standard,"5% Discount"
123946,202,2611.65,Standard,"5% Discount"
140382,205,2608.95,Standard,"5% Discount"
123967,102,2607.75,Standard,"5% Discount"
132213,102,2607.75,Standard,"5% Discount"
147788,151,2607.75,Standard,"5% Discount"
156482,155,2607.75,Standard,"5% Discount"
146948,157,2606.40,Standard,"5% Discount"
115798,201,2601.50,Standard,"5% Discount"
153381,102,2600.70,Standard,"5% Discount"
108441,202,2600.25,Standard,"5% Discount"
148264,155,2599.50,Standard,"5% Discount"
136567,208,2599.50,Standard,"5% Discount"
157770,207,2597.25,Standard,"5% Discount"
163965,210,2596.05,Standard,"5% Discount"
115791,202,2593.35,Standard,"5% Discount"
107944,104,2592.00,Standard,"5% Discount"
120418,255,2589.75,Standard,"5% Discount"
110898,202,2586.00,Standard,"5% Discount"
129896,202,2585.70,Standard,"5% Discount"
125612,155,2584.80,Standard,"5% Discount"
168368,303,2580.00,Standard,"5% Discount"
104885,177,2577.75,Standard,"5% Discount"
112256,256,2576.60,Standard,"5% Discount"
134551,153,2575.50,Standard,"5% Discount"
124450,155,2574.45,Standard,"5% Discount"
104241,49,2572.50,Standard,"5% Discount"
160423,98,2572.50,Standard,"5% Discount"
113271,200,2572.05,Standard,"5% Discount"
107783,149,2571.60,Standard,"5% Discount"
140025,100,2571.60,Standard,"5% Discount"
134348,149,2571.45,Standard,"5% Discount"
111150,100,2571.45,Standard,"5% Discount"
102855,100,2571.30,Standard,"5% Discount"
107132,204,2571.15,Standard,"5% Discount"
100251,104,2571.00,Standard,"5% Discount"
130428,151,2570.70,Standard,"5% Discount"
135489,51,2570.40,Standard,"5% Discount"
141887,51,2570.40,Standard,"5% Discount"
167395,153,2570.40,Standard,"5% Discount"
